,COND_NB_HIST_RECL_CAT,VEH_CAMERA_IND,VEH_AGE_NUM,VEH_MANUFACTURIER_CAT,VEH_GARE_LATITUDE_NUM,POL_NB_COND_TOTAL_CAT,VEH_GARE_MUNICIPALITE_CAT,RECL_DIST_ACCIDENT_GARE_NUM,RECL_TYPE_SINISTRE_CAT,RECL_COUT_REPARATION_NUM,VEH_GARE_LONGITUDE_NUM,POL_FRANCHISE_NUM,VEH_PRIME_ANNUELLE_NUM,VEH_VALEUR_ACTUELLE_NUM,VEH_STATIONNEMENT_AUTO_IND,COND_PERMIS_DATE_DT,VEH_STYLE_CARR_CAT,VEH_GARE_LATITUDE_NUM
1402,0.0,1.0,3.0,12.0,-64.7925,2.0,1.0,16.0,4.0,49751.404911402125,46.0906,1000.0,930.5,38792.0,1.0,19901009.0,1.0,-64.7925
1403,1.0,1.0,1.0,11.0,-71.2779,2.0,4.0,0.0,8.0,35666.0,46.8509,500.0,1021.56,38603.0,0.0,19520415.0,0.0,-71.2779
1404,0.0,1.0,4.0,8.0,-64.4224,1.0,19.0,1.0,4.0,7600.92776286121,46.223,500.0,796.02,35810.0,0.0,19910126.0,2.0,-64.4224
1405,0.0,0.0,4.0,3.0,-64.3993,2.0,74.0,0.0,11.0,14086.8,46.1476,1000.0,377.28,14489.0,0.0,19950823.0,7.0,-64.3993
1406,1.0,0.0,13.0,0.0,-122.922,2.0,8.0,8.0,2.0,11890.360560657213,49.1444,500.0,150.04,7258.0,0.0,19950806.0,7.0,-122.922
1407,2.0,1.0,5.0,9.0,-107.7821,2.0,9.0,15.0,7.0,31751.40092282716,50.2873,1000.0,460.52,17760.0,0.0,19970920.0,0.0,-107.7821
1408,0.0,0.0,2.6666666666666665,3.0,-64.814,2.0,94.0,0.0,11.0,16640.59501439293,45.6807,1000.0,455.03,15608.0,0.0,19791125.0,0.0,-64.814
1409,0.0,1.0,2.0,12.0,-79.3126,2.0,40.0,38.0,2.0,43136.0,43.6857,1000.0,1272.11,45832.0,0.0,19620807.0,0.0,-79.3126
1410,0.0,1.0,9.0,12.0,-79.5401,1.0,11.0,0.0,10.0,4808.311481051626,43.6833,500.0,782.99,26911.0,0.0,20150716.0,2.0,-79.5401
1411,0.0,1.0,5.0,14.0,-64.7874,2.0,76.0,17.0,9.0,115694.46434942476,46.1377,1000.0,2334.92,100473.0,0.0,20041120.0,6.0,-64.7874
1412,0.0,1.0,5.0,7.0,-79.1471,1.0,5.0,7.0,4.0,17868.30550686953,43.7783,500.0,530.68,21391.0,0.0,19811103.0,2.0,-79.1471
1413,0.0,1.0,4.0,1.0,-73.6606,2.0,137.0,3.0,7.0,43680.81720761644,45.5062,250.0,962.2,35935.0,0.0,20100121.0,2.0,-73.6606
1414,1.0,1.0,4.0,3.0,-114.4593,2.0,49.0,16.0,2.0,25481.6,51.217,250.0,640.34,22933.0,0.0,19760608.0,2.0,-114.4593
1415,0.0,0.0,5.0,5.0,-122.8997,2.0,8.0,20.0,4.0,14464.735103051373,49.1713,1000.0,675.23,30922.0,0.0,19920505.0,4.0,-122.8997
1416,0.0,1.0,2.0,13.0,-110.6846,1.0,56.0,31.0,7.0,12679.748974811724,50.0583,250.0,422.1033333333333,14692.0,0.0,19750724.0,7.0,-110.6846
1417,0.0,0.0,4.666666666666667,1.0,-64.2055,2.0,22.0,27.0,4.0,31464.907062492195,45.8262,250.0,619.08,27116.0,0.0,19721118.0,6.0,-64.2055
1418,0.0,1.0,1.0,6.0,-72.7491,1.0,32.0,30.0,2.0,41212.8,46.5135,1000.0,1017.1,47394.0,0.0,19531024.0,4.0,-72.7491
1419,0.0,1.0,5.0,10.0,-56.5373,2.0,138.0,11.0,4.0,16992.965659932335,48.8142,1000.0,453.19,17324.0,0.0,19680609.0,0.0,-56.5373
1420,0.0,0.0,3.0,15.0,-97.022,2.0,108.0,3.0,7.0,23613.63484134193,50.027,500.0,581.63,21655.0,0.0,19720426.0,6.0,-97.022
1421,0.0,0.0,4.0,6.0,-65.0391,1.0,70.0,7.0,2.0,23396.529231478136,47.3144,1000.0,852.58,33528.0,0.0,19780410.0,4.0,-65.0391
1422,2.0,1.0,0.0,9.0,-73.6331,1.0,17.0,12.0,2.0,21958.4,45.5932,500.0,650.03,27448.0,0.0,19870922.0,1.0,-73.6331
1423,0.0,0.0,7.0,4.0,-72.7525,2.0,32.0,0.0,10.0,5440.525120550043,46.5211,1000.0,706.13,27602.0,0.0,19850122.0,4.0,-72.7525
1424,1.0,1.0,3.0,10.0,-73.5609,2.0,3.0,0.0,8.0,20143.3,45.6638,1000.0,425.29,18484.0,0.0,20010204.0,0.0,-73.5609
1425,2.0,1.0,3.0,5.0,-60.1915,1.0,47.0,0.0,0.0,1213.1693703439082,46.1416,1000.0,700.89,25130.0,0.0,20110424.0,6.0,-60.1915
1426,0.0,0.0,8.0,13.0,-115.7697,2.0,24.0,6.0,5.0,10000.0,49.5188,250.0,234.42,8833.0,0.0,19850507.0,3.0,-115.7697
1427,0.0,0.0,4.0,7.0,-71.2539,2.0,4.0,13.0,6.0,1133.822354655946,46.8392,1000.0,363.58,15035.0,0.0,19880728.0,3.0,-71.2539
1428,0.0,0.0,7.0,0.0,-71.2021,2.0,4.0,3.0,9.0,12424.067723089003,46.8127,1000.0,266.87,9269.0,0.0,19850928.0,0.0,-71.2021
1429,0.0,1.0,3.0,7.0,-59.1764,1.0,139.0,0.0,13.0,26869.156999368257,55.0862,2000.0,428.99,16635.0,0.0,19960406.0,7.0,-59.1764
1430,1.0,0.0,1.0,0.0,-115.783,2.0,24.0,12.0,7.0,16046.523614263222,49.5029,500.0,350.26,15353.0,0.0,19810129.0,7.0,-115.783
1431,1.0,0.0,1.0,1.0,-60.0978,1.0,69.0,0.0,8.0,33989.8,46.2346,250.0,840.9,36788.0,0.0,19560301.0,2.0,-60.0978
1432,0.0,1.0,0.0,14.0,-60.176,1.0,47.0,0.0,8.0,126512.3,46.1233,1000.0,4572.69,148838.0,0.0,20120306.0,6.0,-60.176
1433,0.0,0.0,3.0,3.0,-122.9237,2.0,8.0,12.0,7.0,27203.67773574712,49.1449,1000.0,393.55,15075.0,0.0,20130213.0,0.0,-122.9237
1434,1.0,1.0,6.0,0.0,-72.6255,1.0,30.0,0.0,8.0,25215.25,46.3587,2000.0,463.73,18095.0,0.0,20070629.0,6.0,-72.6255
1435,0.0,1.0,4.0,9.0,-122.8228,2.0,10.0,7.0,7.0,13869.493617912016,49.064,1000.0,407.87,15449.0,0.0,19500302.0,1.0,-122.8228
1436,0.0,1.0,2.0,3.0,-112.8143,1.0,20.0,0.0,12.0,13992.3,49.7083,250.0,402.37,16990.0,0.0,19600818.0,7.0,-112.8143
1437,1.0,1.0,2.0,10.0,-114.4729,1.0,49.0,0.0,0.0,30231.1,51.1956,1000.0,636.53,30231.0,0.0,19620219.0,2.0,-114.4729
1438,0.0,0.0,4.0,15.0,-114.4528,1.0,49.0,5.0,7.0,22481.27262791924,51.1874,1000.0,810.81,33750.0,0.0,20210516.0,6.0,-114.4528
1439,0.0,1.0,17.0,1.0,-122.8156,1.0,10.0,0.0,8.0,18411.322484386463,49.0604,500.0,270.7,10035.0,0.0,19871223.0,6.0,-122.8156
1440,0.0,0.0,10.0,2.0,-115.7662,1.0,24.0,13.0,7.0,16307.578478482585,49.5066,1000.0,279.18,9766.0,0.0,19790827.0,3.0,-115.7662
1441,1.0,1.0,1.0,8.0,-64.2729,1.0,98.0,48.0,2.0,30462.86114713099,46.1734,250.0,1050.0,44263.0,0.0,19841015.0,6.0,-64.2729
1442,0.0,0.0,2.0,6.0,-72.2696,1.0,26.0,0.0,8.0,27601.2,46.3956,500.0,639.97,27601.0,0.0,19600922.0,5.0,-72.2696
1443,2.0,0.0,8.0,7.0,-79.1803,1.0,5.0,18.0,3.0,8478.96,43.7962,250.0,331.86,12981.0,0.0,19801223.0,6.0,-79.1803
1444,0.0,0.0,6.0,6.0,-124.339,1.0,67.0,0.0,8.0,2090.258839463444,49.3186,1000.0,570.69,23270.0,0.0,19840119.0,2.0,-124.339
1445,0.0,1.0,2.0,14.0,-64.7835,2.0,76.0,6.0,7.0,116575.57550490988,46.2023,1000.0,3086.0,124700.0,0.0,19790330.0,6.0,-64.7835
1446,0.0,0.0,7.0,6.0,-79.3991,2.0,40.0,42.0,7.0,34507.365443776216,43.7094,1000.0,440.83,20088.0,0.0,19711020.0,6.0,-79.3991
1447,1.0,1.0,4.0,3.0,-71.1897,2.0,4.0,0.0,8.0,21083.4,46.8625,250.0,411.66,17858.0,0.0,19680314.0,1.0,-71.1897
1448,0.0,1.0,6.0,4.0,-123.5188,1.0,25.0,0.0,8.0,32898.4,48.4319,2000.0,666.27,23609.0,0.0,19640825.0,6.0,-123.5188
1449,0.0,0.0,6.0,1.0,-112.8173,2.0,20.0,21.0,3.0,11226.24,49.7235,1000.0,295.44,13483.0,0.0,20011214.0,1.0,-112.8173
1450,0.0,1.0,3.0,4.0,-66.0422,1.0,120.0,22.0,4.0,10113.275738367256,45.7954,500.0,1105.11,41355.0,0.0,19541210.0,4.0,-66.0422
1451,1.0,0.0,3.0,10.0,-60.1767,2.0,47.0,17.0,6.0,500.0,46.1374,500.0,675.52,25928.0,0.0,19821006.0,2.0,-60.1767
1452,1.0,1.0,1.0,2.0,-72.3499,1.0,26.0,9.0,7.0,16659.056822418235,46.3812,500.0,441.96,19609.0,0.0,19991202.0,1.0,-72.3499
1453,1.0,1.0,4.0,16.0,-64.4253,2.0,43.0,9.0,2.0,148186.9330366123,46.2369,500.0,3594.03,161299.0,0.0,19700801.0,2.0,-64.4253
1454,0.0,1.0,8.0,6.0,-79.5233,2.0,11.0,23.0,9.0,42939.61621411497,43.6972,1000.0,605.26,26270.0,0.0,20010602.0,4.0,-79.5233
1455,0.0,1.0,1.0,13.0,-72.756,2.0,32.0,6.0,2.0,16952.8,46.5248,1000.0,474.6,19495.0,0.0,19520413.0,0.0,-72.756
1456,0.0,0.0,5.0,7.0,-73.5829,2.0,28.0,0.0,13.0,22857.77483002378,45.4507,500.0,664.61,23478.0,0.0,19840121.0,2.0,-73.5829
1457,0.0,1.0,4.0,9.0,-115.769,2.0,24.0,0.0,12.0,17436.3,49.5083,500.0,469.47,17934.0,0.0,20091106.0,7.0,-115.769
1458,0.0,1.0,2.0,3.0,-124.3054,2.0,67.0,0.0,10.0,7117.957358381043,49.3107,1000.0,510.35,19544.0,0.0,19781209.0,1.0,-124.3054
1459,0.0,0.0,2.0,10.0,-64.4543,2.0,74.0,39.0,7.0,29151.897843942923,46.1572,500.0,724.75,30323.0,0.0,20000313.0,6.0,-64.4543
1460,0.0,1.0,4.0,9.0,-115.1424,2.0,140.0,32.0,3.0,25509.375,58.457,500.0,464.41,18916.0,0.0,19880202.0,3.0,-115.1424
1461,0.0,1.0,2.0,2.0,-103.829,1.0,23.0,4.0,8.0,15662.1,49.6626,250.0,472.38,15662.0,0.0,20030825.0,3.0,-103.829
1462,0.0,0.0,9.0,7.0,-122.9069,3.0,8.0,35.0,7.0,23197.50446395108,49.1517,500.0,294.22,10593.0,0.0,19531107.0,1.0,-122.9069
1463,3.0,1.0,4.0,7.0,-71.2471,2.0,4.0,4.0,7.0,26776.524308522527,46.861,500.0,519.92,20985.0,0.0,19761113.0,2.0,-71.2471
1464,0.0,1.0,3.0,0.0,-64.7886,2.0,1.0,6.0,6.0,832.1062038356586,46.088,500.0,347.16,13703.0,0.0,19540903.0,7.0,-64.7886
1465,1.0,1.0,1.0,3.0,-71.3242,1.0,4.0,36.0,3.0,28607.8,46.8091,250.0,581.28,21930.0,0.0,19510407.0,3.0,-71.3242
1466,0.0,0.0,1.0,10.0,-71.3937,2.0,4.0,2.0,1.0,17289.036184674547,46.7554,1000.0,759.58,32584.0,0.0,20080722.0,4.0,-71.3937
1467,0.0,1.0,1.0,14.0,-97.6194,3.0,141.0,15.0,3.0,111821.328125,50.9691,500.0,3685.11,132658.0,0.0,20150215.0,6.0,-97.6194
1468,0.3333333333333333,0.0,3.0,7.0,-64.5164,2.0,29.0,0.0,11.0,18731.3,46.2327,1000.0,661.78,20872.0,0.0,20160714.0,6.0,-64.5164
1469,0.0,1.0,2.0,3.0,-125.1909,2.0,53.0,0.0,8.0,16418.6,49.9044,2000.0,900.98,16418.0,0.0,19650217.0,3.0,-125.1909
1470,1.0,0.0,2.0,2.0,-113.4205,1.0,51.0,39.0,3.0,14222.0,51.0441,1000.0,466.25,19027.0,0.0,20180813.0,3.0,-113.4205
1471,1.0,0.0,5.0,2.0,-79.3813,1.0,40.0,17.0,7.0,15830.53173529771,43.7105,1000.0,300.69,11982.0,0.0,19531213.0,4.333333333333333,-79.3813
1472,0.0,1.0,2.0,6.0,-65.994,2.0,60.0,1.0,8.0,46182.2,45.7868,1000.0,1096.62,46182.0,0.0,19940427.0,4.0,-65.994
1473,0.0,1.0,2.0,12.0,-63.0561,1.0,142.0,0.0,0.0,1787.0884312361895,46.3208,500.0,1230.87,55623.0,0.0,19810707.0,2.0,-63.0561
1474,0.0,1.0,6.0,17.0,-71.2895,2.0,4.0,4.0,4.0,19058.034664966,46.7929,500.0,920.67,32782.0,0.0,19870220.0,2.0,-71.2895
1475,0.0,1.0,2.333333333333333,12.0,-71.2642,3.0,4.0,19.0,7.0,81938.89511733012,46.8609,500.0,813.9,41810.0,0.0,20050611.0,2.0,-71.2642
1476,0.0,0.0,5.0,9.0,-113.8223,1.0,12.0,7.0,9.0,59201.2255590245,52.3088,2000.0,590.99,24804.0,0.0,20220127.0,6.0,-113.8223
1477,0.0,0.0,2.0,13.0,-73.8772,2.0,54.0,5.0,2.0,21826.4,45.4712,1000.0,581.95,23190.0,0.0,19920423.0,6.0,-73.8772
1478,0.0,0.0,2.0,7.0,-79.1678,2.0,5.0,5.0,4.0,28025.312354476915,43.7809,250.0,512.69,19954.0,0.0,19941008.0,7.0,-79.1678
1479,0.0,1.0,9.0,10.0,-71.1873,1.0,4.0,0.0,8.0,32041.6,46.8813,500.0,395.63,17717.0,0.0,19530515.0,2.0,-71.1873
1480,0.0,1.0,5.0,1.0,-63.6783,2.0,2.0,0.0,0.0,2814.545451462217,44.7845,250.0,664.77,27242.0,0.0,19610204.0,2.0,-63.6783
1481,0.0,1.0,8.0,4.0,-79.1805,2.0,5.0,9.0,9.0,68798.20404027124,43.7958,500.0,645.02,28315.0,0.0,20060403.0,4.0,-79.1805
1482,0.0,1.0,5.0,12.0,-115.7773,2.0,24.0,0.0,8.0,49460.65,49.4935,500.0,914.83,38404.0,0.0,19851003.0,2.0,-115.7773
1483,0.0,0.0,3.0,7.0,-79.5742,2.0,11.0,0.0,9.0,22650.67394707437,43.6362,2000.0,677.0,22725.0,0.0,20160719.0,2.0,-79.5742
1484,0.0,1.0,2.0,15.0,-73.6459,1.0,17.0,3.0,9.0,26255.486075462195,45.5959,2000.0,760.53,31524.0,0.0,19760706.0,6.0,-73.6459
1485,0.0,1.0,3.0,7.0,-111.3564,2.0,42.0,0.0,12.0,7443.317240029406,56.7189,500.0,444.66,19215.0,0.0,19931018.0,7.0,-111.3564
1486,0.0,1.0,3.0,3.0,-73.6144,1.0,17.0,12.0,6.0,558.3497110141923,45.603,2000.0,489.17,18341.0,0.0,19700926.0,7.0,-73.6144
1487,0.0,0.0,7.0,4.0,-71.3279,1.0,4.0,0.0,8.0,26223.35,46.8143,500.0,483.89,17276.0,0.0,19870314.0,0.0,-71.3279
1488,0.0,1.0,5.666666666666667,9.0,-79.5413,2.0,11.0,7.0,8.0,24602.4,43.6968,250.0,449.01,14761.0,0.0,19660621.0,6.0,-79.5413
1489,0.0,0.0,3.0,7.0,-64.7819,2.0,1.0,0.0,8.0,15452.15,46.0935,500.0,365.41,14179.0,0.0,19920654.666666668,2.6666666666666665,-64.7819
1490,0.0,0.3333333333333333,3.0,9.0,-71.2198,2.0,4.0,14.0,3.0,22300.915,46.8647,1000.0,474.59,16695.0,0.0,19520513.0,7.0,-71.2198
1491,0.0,1.0,1.0,15.0,-79.5304,1.0,11.0,39.0,4.0,27220.26404821188,43.6844,250.0,973.66,48919.0,0.0,19940730.0,4.0,-79.5304
1492,2.0,1.0,3.0,6.0,-79.3186,1.0,13.0,9.0,4.0,22570.89646065931,43.6992,2000.0,940.89,37815.0,0.0,20010527.0,4.0,-79.3186
1493,0.0,1.0,2.0,9.0,-125.2576,1.0,53.0,0.0,12.0,14620.2,50.0045,1000.0,392.16,17753.0,0.0,19830417.0,1.0,-125.2576
1494,1.0,0.0,6.0,9.0,-122.8961,2.0,8.0,14.0,4.0,25565.953520816285,49.1591,500.0,427.53,16828.0,0.0,19910506.0,1.0,-122.8961
1495,1.0,1.0,3.0,9.0,-104.5954,2.0,15.0,11.0,7.0,28415.905248137715,50.4473,1000.0,454.51,19029.0,0.0,19730923.0,7.0,-104.5954
1496,0.0,0.0,4.0,2.0,-123.4751,2.0,25.0,11.0,7.0,21004.49735168036,48.4223,500.0,354.21,14176.0,0.0,19671226.0,7.0,-123.4751
1497,0.0,1.0,4.0,1.0,-79.2836,2.0,5.0,0.0,8.0,19899.35,43.7445,1000.0,412.1,16855.0,0.0,20090507.0,7.0,-79.2836
1498,1.0,1.0,1.0,7.0,-115.7534,2.0,24.0,0.0,11.0,16096.499999999998,49.5138,500.0,501.75,21155.0,0.0,20100314.0,7.0,-115.7534
1499,0.0,0.0,1.0,6.0,-73.5864,2.0,28.0,0.0,11.0,53241.97009239194,45.4387,250.0,1132.3,50637.0,0.0,20071018.0,4.0,-73.5864
1500,0.0,1.0,5.0,14.0,-64.5101,1.0,29.0,9.0,7.0,110238.46306452635,46.2399,500.0,2396.77,99019.0,0.0,19520618.0,6.0,-64.5101
1501,0.0,1.0,7.0,1.0,-73.6009,1.0,39.0,1.0,8.0,19822.85,45.5927,1000.0,331.41,13059.0,0.0,19951014.0,1.0,-73.6009
1502,1.0,0.0,8.0,4.0,-72.5361,1.0,26.0,8.0,9.0,48790.91869096868,46.2945,500.0,516.77,20111.0,0.0,19611029.0,5.0,-72.5361
1503,0.0,1.0,2.0,1.0,-79.5791,1.0,11.0,9.0,7.0,12792.047588496658,43.6615,1000.0,843.43,28036.0,0.0,20180908.0,6.0,-79.5791
1504,0.0,1.0,2.0,4.0,-72.5391,2.0,26.0,3.0,2.0,19654.272372055148,46.3016,1000.0,760.95,38479.0,0.0,20181219.0,6.0,-72.5391
1505,0.0,1.0,4.0,12.0,-60.1663,2.0,47.0,1.0,7.0,44558.22835040158,46.1359,1000.0,1095.34,46930.0,0.0,19920730.0,2.0,-60.1663
1506,1.0,0.0,2.0,7.0,-63.6855,1.0,2.0,16.0,9.0,19646.15292888361,44.774,500.0,425.63,17165.0,0.0,19730311.0,0.0,-63.6855
1507,0.0,1.0,12.0,10.0,-113.8302,3.0,12.0,22.0,2.0,13454.82455365343,52.2976,1000.0,299.9,10915.0,0.0,19970328.0,2.0,-113.8302
1508,1.0,1.0,3.0,1.0,-79.3969,2.0,40.0,26.0,3.0,17820.0,43.7083,250.0,800.62,27232.0,0.0,19950106.0,6.0,-79.3969
1509,0.0,1.0,1.0,8.0,-111.3682,3.0,42.0,47.0,7.0,92429.97059086931,56.7264,1000.0,1624.16,56855.0,0.0,19860730.0,2.0,-111.3682
1510,0.0,1.0,1.0,6.0,-73.5908,2.0,3.0,7.0,2.0,28308.800000000003,45.4705,500.0,787.59,32555.0,0.0,19600904.0,2.0,-73.5908
1511,1.0,0.0,1.0,7.0,-73.5604,1.0,3.0,0.0,8.0,25604.55,45.6549,250.0,741.63,27713.0,0.0,19930831.0,6.0,-73.5604
1512,0.0,0.0,2.0,0.0,-71.3231,1.0,4.0,15.0,9.0,16250.406677965417,46.8225,1000.0,468.01,17856.0,0.0,19870620.0,3.0,-71.3231
1513,1.0,1.0,5.0,7.0,-71.2009,1.0,4.0,0.0,8.0,24887.15,46.8948,2000.0,462.75,19324.0,0.0,20130129.0,6.0,-71.2009
1514,0.0,0.6666666666666666,2.0,12.0,-79.2659,2.0,5.0,10.0,4.0,84526.02266120589,43.7541,250.0,1399.8,52278.0,0.0,20050702.0,2.0,-79.2659
1515,0.0,0.0,3.0,7.0,-103.852,1.0,23.0,1.0,2.0,16690.4,49.6634,500.0,370.94,16273.0,0.0,19530702.0,0.0,-103.852
1516,0.0,0.0,0.0,3.0,-73.6456,2.0,17.0,42.0,4.0,25714.36432788104,45.582,1000.0,527.83,20266.0,0.0,20040513.0,7.0,-73.6456
1517,0.3333333333333333,0.0,3.0,10.0,-114.5006,2.0,49.0,12.0,5.0,25289.415456526505,51.1874,1000.0,434.33,19014.0,0.0,19681214.0,1.0,-114.5006
1518,0.0,1.0,3.0,7.0,-79.5734,2.0,11.0,2.0,8.0,30087.45,43.633,1000.0,712.99,27609.0,0.0,20000305.0,6.0,-79.5734
1519,0.0,1.0,6.0,5.0,-72.7506,2.0,32.0,11.0,9.0,43448.725693130815,46.5233,500.0,652.99,26230.0,0.0,20150126.0,4.0,-72.7506
1520,0.0,1.0,5.0,2.0,-71.2727,1.0,4.0,6.0,10.0,4830.167242619708,46.8476,1000.0,454.23,18569.0,0.0,19701121.0,6.0,-71.2727
1521,0.0,0.0,2.0,9.0,-125.2748,2.0,53.0,27.0,7.0,13716.354380068173,50.0582,500.0,474.87,19111.0,0.0,19620610.0,1.0,-125.2748
1522,0.0,1.0,1.0,7.0,-73.659,1.0,3.0,7.0,6.0,656.0389103131192,45.5004,2000.0,429.04,19924.0,0.0,19901103.0,1.0,-73.659
1523,0.0,0.0,1.0,5.0,-114.4714,2.0,143.0,0.0,10.0,8224.283007330712,53.11,500.0,1080.34,45194.0,0.0,20160528.0,4.0,-114.4714
1524,0.0,1.0,6.0,4.0,-79.302,1.0,13.0,5.0,4.0,9720.96926525196,43.6917,500.0,785.56,27682.0,0.0,19510628.0,4.0,-79.302
1525,4.0,1.0,3.0,4.0,-124.325,2.0,67.0,12.0,3.0,10592.1,49.3156,1000.0,869.55,28106.0,0.0,19720608.0,6.0,-124.325
1526,0.0,1.0,4.0,9.0,-64.4224,2.0,74.0,59.0,3.0,22280.0,46.223,1000.0,424.88,17286.0,0.0,19680525.0,3.0,-64.4224
1527,0.0,0.0,7.0,1.0,-64.218,2.0,22.0,0.0,0.0,2208.0165569322685,45.8214,250.0,418.04,18805.0,0.0,20110221.0,6.0,-64.218
1528,0.0,0.6666666666666666,5.0,7.0,-104.6142,1.0,15.0,32.0,6.0,858.259485241396,50.4942,1000.0,383.95,16344.0,0.0,19880127.0,3.0,-104.6142
1529,0.0,1.0,11.0,3.0,-113.2579,1.0,51.0,0.0,8.0,18734.0,51.17,250.0,248.04,8816.0,0.0,19790227.0,1.0,-113.2579
1530,2.0,1.0,4.0,7.0,-66.08,1.0,57.0,0.0,9.0,58113.15029885981,45.8338,1000.0,605.8,22909.0,0.0,19941023.0,6.0,-66.08
1531,0.0,1.0,3.0,1.0,-79.1385,2.0,5.0,12.0,3.0,20744.0,43.7866,500.0,528.04,19445.0,0.0,20040214.0,1.0,-79.1385
1532,0.0,0.0,2.333333333333333,6.0,-73.6359,2.0,17.0,5.0,5.0,44678.90557690373,45.5896,1000.0,1100.44,40649.0,0.0,19650618.0,4.0,-73.6359
1533,1.0,0.0,1.0,7.0,-60.1667,2.0,47.0,0.0,0.0,4428.867338563542,46.1331,500.0,517.0,20766.0,0.0,19730519.0,3.0,-60.1667
1534,0.0,1.0,5.0,3.0,-72.6332,2.0,30.0,5.0,2.0,10135.571582636992,46.3574,500.0,322.93,12763.0,0.0,19580513.0,7.0,-72.6332
1535,0.0,1.0,2.0,2.0,-71.2915,2.0,4.0,15.0,6.0,623.4928905323204,46.8088,1000.0,762.81,28475.0,0.0,19570811.0,6.0,-71.2915
1536,0.0,0.0,3.0,5.0,-64.193,3.0,22.0,0.0,8.0,43888.05,45.8239,250.0,1125.93,40273.0,0.0,20080717.0,4.0,-64.193
1537,0.6666666666666666,1.0,1.0,4.0,-79.2565,2.0,5.0,17.0,3.0,40781.0,43.766,1000.0,831.11,31041.0,0.0,19560517.0,6.0,-79.2565
1538,0.0,0.0,3.0,15.0,-113.8415,3.0,12.0,16.0,1.0,22153.36743779688,52.2798,1000.0,658.26,27785.0,0.0,19590308.0,6.0,-113.8415
1539,0.0,0.0,5.0,7.0,-64.4605,1.0,43.0,14.0,7.0,10285.191496504998,46.2153,2000.0,352.01,13467.0,0.0,20210313.0,3.0,-64.4605
1540,1.0,1.0,3.0,4.0,-124.2761,2.0,67.0,18.0,2.0,40260.0,49.3246,500.0,904.67,39253.0,0.0,19821211.0,4.0,-124.2761
1541,0.0,0.0,3.333333333333333,3.0,-73.6372,2.0,17.0,7.0,7.0,27888.2618259071,45.5899,1000.0,622.33,20289.0,0.0,20160827.0,7.0,-73.6372
1542,0.3333333333333333,1.0,3.0,5.0,-64.5086,2.0,29.0,0.0,14.0,61914.05858049593,46.2311,1000.0,723.01,29703.0,0.0,20100513.0,5.0,-64.5086
1543,0.0,1.0,3.0,0.0,-64.7955,2.0,1.0,5.0,2.0,17012.0,46.0974,1000.0,489.1,16586.0,0.0,19980103.0,7.0,-64.7955
1544,0.0,1.0,6.0,7.0,-79.3249,1.0,40.0,39.0,2.0,12841.01741899776,43.6862,1000.0,325.37,13872.0,0.0,19841225.0,3.0,-79.3249
1545,0.0,1.0,3.0,7.0,-65.9778,1.0,60.0,0.0,11.0,20519.51138361109,45.7797,1000.0,695.14,25321.0,0.0,19970504.0,6.0,-65.9778
1546,0.0,1.0,2.0,12.0,-79.2616,2.0,5.0,15.0,7.0,76679.22917930158,43.7719,500.0,1735.04,57226.0,0.0,20200606.0,6.0,-79.2616
1547,0.0,0.0,8.0,3.0,-112.8213,1.0,20.0,14.0,7.0,15016.590263976675,49.7008,500.0,354.53,12437.0,0.0,19661223.0,3.0,-112.8213
1548,0.0,0.0,5.0,3.0,-60.1724,2.0,47.0,9.0,2.0,17386.4,46.1253,250.0,397.83,14343.0,0.0,19560202.0,0.0,-60.1724
1549,1.0,1.0,9.0,3.0,-52.7244,2.0,27.0,11.0,7.0,35007.98019390944,47.5587,500.0,411.61,15315.0,0.0,20220421.0,1.0,-52.7244
1550,0.0,1.0,3.0,10.0,-112.8117,1.0,20.0,4.0,8.0,30305.05,49.7056,500.0,550.11,27809.0,0.0,19530514.0,6.0,-112.8117
1551,1.0,1.0,2.0,14.0,-64.5419,1.0,7.0,20.0,2.0,136932.57923495895,46.2243,500.0,3836.58,152002.0,0.0,19840328.0,6.0,-64.5419
1552,0.0,1.0,8.0,0.0,-71.2054,2.0,4.0,19.0,7.0,41433.66654689958,46.878,250.0,351.97,16539.0,0.0,20140322.0,2.0,-71.2054
1553,0.0,0.0,2.0,9.0,-73.5918,2.0,3.0,4.0,7.0,37102.82710155555,45.4749,250.0,578.33,24134.0,0.0,19910510.0,7.0,-73.5918
1554,0.0,1.0,1.0,6.0,-73.5355,2.0,3.0,12.0,5.0,44236.43747584245,45.5439,1000.0,874.68,32615.0,0.0,19900118.0,6.0,-73.5355
1555,0.0,0.0,4.0,7.0,-63.6766,2.0,2.0,12.0,9.0,32568.74994644688,44.7734,500.0,555.63,23683.0,0.0,20011128.0,6.0,-63.6766
1556,2.0,1.0,2.0,3.0,-64.2111,2.0,22.0,0.0,11.0,18238.41161685134,45.8069,250.0,386.49,18911.0,0.0,19660916.0,3.0,-64.2111
1557,0.0,0.0,5.0,6.0,-122.9055,2.0,8.0,24.0,4.0,33439.363620219425,49.1588,500.0,815.0,31066.0,0.0,19581118.0,4.0,-122.9055
1558,0.0,1.0,2.0,7.0,-114.4707,2.0,49.0,17.0,2.0,18828.10412722461,51.19,250.0,638.79,22734.0,0.0,20190503.0,6.0,-114.4707
